TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,131.4018,1.0,133.75163,2.3498373,7.0,133.91853,134.9246,3.522818,134.92476,136.93779
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,136.93932,0.0,999.0,999.0,999.0,139.44078,140.4565,3.5171793,140.45665,141.45901
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,141.46051,0.0,999.0,999.0,999.0,143.96184,144.97849,3.5179875,144.97862,148.98325
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,148.98827,1.0,149.63374,0.6454761,9.0,151.50656,152.51949,3.5312178,152.51962,153.52109
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,153.52312,1.0,154.38855,0.8654348,2.0,156.0406,157.047,3.5238826,157.04713,159.05998
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.06335,0.0,999.0,999.0,999.0,161.57948,162.59645,3.5330932,162.59659,165.59976
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,165.6042,1.0,165.70015,0.0959508,5.0,168.12195,169.12976,3.5255551,169.1299,173.14032
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.15027,0.0,999.0,999.0,999.0,175.6604,176.67682,3.5265532,176.67696,179.6805
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,179.684,0.0,999.0,999.0,999.0,182.20007,183.21686,3.5328405,183.217,184.21838
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.22049,0.0,999.0,999.0,999.0,186.72087,187.73691,3.5164118,187.73705,191.74257
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,191.74675,1.0,192.86075,1.113998,5.0,194.26476,195.27184,3.525092,195.27197,199.28348
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,199.28502,0.0,999.0,999.0,999.0,201.78622,202.8022,3.5171728,202.80234,205.8066
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,205.8115,1.0,206.5742,0.7627136,3.0,208.32938,209.33653,3.5250416,209.33667,213.34755
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,213.35684,0.0,999.0,999.0,999.0,215.86725,216.88368,3.5268383,216.88382,218.8863
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,218.89116,0.0,999.0,999.0,999.0,221.40598,222.42255,3.5313966,222.42268,224.42526
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,224.42805,2.0,225.81024,1.3821974,2.0,226.94539,227.95132,3.523279,227.95148,230.96472
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,230.9684,2.0,231.916,0.9475979,7.0,233.48566,234.49277,3.524366,234.49292,235.50272
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,235.50574,0.0,999.0,999.0,999.0,238.02275,239.03917,3.533444,239.03932,242.04256
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.04597,2.0,243.62802,1.5820498,3.0,244.56245,245.56891,3.5229304,245.56906,248.58232
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,248.5851,0.0,999.0,999.0,999.0,251.08556,252.10158,3.5164793,252.10172,256.10693
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.11786,1.0,256.84082,0.722975,4.0,258.63528,259.64114,3.523281,259.64127,261.64572
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,261.65436,0.0,999.0,999.0,999.0,264.16528,265.18286,3.5285072,265.183,268.1855
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,268.1885,2.0,269.10336,0.91485,9.0,270.70612,271.7118,3.523304,271.71194,273.72418
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,273.73373,0.0,999.0,999.0,999.0,276.2439,277.26053,3.5267756,277.26065,280.26428
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,280.26788,0.0,999.0,999.0,999.0,282.78394,283.80048,3.5326037,283.80063,285.80313
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,285.81265,2.0,287.6883,1.8756492,4.0,288.33105,289.3373,3.5246596,289.33746,290.3412
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,290.34872,0.0,999.0,999.0,999.0,292.86063,293.8772,3.5284655,293.87735,297.88196
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,297.89026,1.0,299.48398,1.5937326,9.0,300.40793,301.414,3.523754,301.41412,304.42157
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,304.42807,1.0,305.65616,1.228097,8.0,306.94525,307.9507,3.5226505,307.95087,311.96255
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,311.96613,0.0,999.0,999.0,999.0,314.48236,315.49893,3.53281,315.49908,318.50256
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,318.5054,0.0,999.0,999.0,999.0,321.02173,322.03806,3.532647,322.0382,324.04105
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,324.05075,0.0,999.0,999.0,999.0,326.56094,327.57816,3.5274172,327.5783,329.58026
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,329.58456,0.0,999.0,999.0,999.0,332.09988,333.11627,3.5317304,333.1165,337.12103
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,337.1245,0.0,999.0,999.0,999.0,339.6408,340.65723,3.5326934,340.65735,343.6611
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,343.6631,0.0,999.0,999.0,999.0,346.16376,347.17975,3.5166657,347.17993,350.18402
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,350.18613,0.0,999.0,999.0,999.0,352.6872,353.703,3.5168726,353.70312,354.7055
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,354.70978,0.0,999.0,999.0,999.0,357.22476,358.24152,3.5317433,358.24167,360.24417
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,360.25403,0.0,999.0,999.0,999.0,362.7639,363.77975,3.525732,363.7799,367.785
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,367.79007,0.0,999.0,999.0,999.0,370.30463,371.32114,3.5310736,371.32132,375.32602
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,375.33524,0.0,999.0,999.0,999.0,377.84518,378.86212,3.5269032,378.86227,380.86475
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,380.86774,2.0,380.96518,0.0974423,5.0,383.38452,384.39108,3.523347,384.3912,386.40356
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,386.41406,0.0,999.0,999.0,999.0,388.9233,389.94003,3.5259597,389.94016,390.94128
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,390.94937,0.0,999.0,999.0,999.0,393.46127,394.47717,3.5278237,394.47733,395.47946
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,395.48224,0.0,999.0,999.0,999.0,397.99905,399.0162,3.5339656,399.01633,402.0193
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,402.02084,0.0,999.0,999.0,999.0,404.52237,405.5387,3.5178535,405.53885,407.5415
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,407.54306,0.0,999.0,999.0,999.0,410.0443,411.06085,3.5177693,411.06097,414.0647
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,414.0694,2.0,414.1314,0.0619964,9.0,416.58768,417.5949,3.5254948,417.59506,421.60568
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,421.6149,0.0,999.0,999.0,999.0,424.12506,425.1425,3.5275886,425.14264,427.14435
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,427.14816,0.0,999.0,999.0,999.0,429.66397,430.68054,3.5323746,430.6807,434.68527
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,434.68814,0.0,999.0,999.0,999.0,437.20462,438.22095,3.5328116,438.2211,439.22302
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,439.22687,0.0,999.0,999.0,999.0,441.74277,442.7603,3.5334678,442.76047,443.76105
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,443.7639,2.0,444.44534,0.6814459,6.0,446.2817,447.28873,3.5248172,447.28885,449.29974
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,449.30963,0.0,999.0,999.0,999.0,451.81952,452.83612,3.5264919,452.83624,455.8396
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,455.8481,2.0,457.89206,2.0439534,3.0,458.36615,459.3725,3.5244055,459.37265,460.3776
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,460.3811,2.0,460.92834,0.5472371,9.0,462.8985,463.90613,3.5250323,463.90625,466.9175
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,466.9197,2.0,467.65152,0.7318264,8.0,469.43677,470.4423,3.5226028,470.44244,472.45636
78,78,7,3,1,3,2.550000e+00,1.0,77.0,--,--,472.4595,0.0,999.0,999.0,999.0,474.976,475.99252,3.5330224,475.99265,478.99628
79,79,3,1,3,4,2.550000e+00,1.0,78.0,--,--,478.99994,0.0,999.0,999.0,999.0,481.5158,482.53174,3.53181,482.5319,486.53717
80,80,1,1,1,1,8.500000e-01,1.0,79.0,--,--,486.53928,2.0,487.93866,1.3993621,3.0,489.05676,490.06323,3.5239446,490.06335,491.07498
81,81,5,2,2,2,2.550000e+00,1.0,80.0,--,--,491.08514,0.0,999.0,999.0,999.0,493.59445,494.6105,3.5253642,494.61066,496.61362
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,5.499998e-06,0.004918,4.0123873,1.0,4.593696,0.581309,6.0,6.5297556,7.540703,3.5283153,7.540883,9.548498
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.559156,2.0,9.849018,0.2898616,5.0,12.077071,13.085124,3.5259676,13.085267,14.086301
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.09265,2.0,15.421185,1.3285348,4.0,16.609667,17.617027,3.524378,17.617182,19.62515
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.672781,0.0,999.0,999.0,999.0,22.178505,23.194954,3.5221734,23.195139,25.197674
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.201836,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.355082e-06,0.013363303,4.1132255,1.0,4.681929,0.5687034,8.0,6.629455,7.6647954,3.55157,7.6651487,9.680625
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.692795,1.0,10.784414,1.0916197,5.0,12.206302,13.231608,3.5388138,13.231863,14.247263
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.263007,1.0,15.017951,0.75494397,8.0,16.777115,17.798506,3.5354989,17.798737,19.813951
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.827917,--,--,--,--,--,--,--,--,--
5,5,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
