TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,4.099682e-06,0.0033697002,4.014531,1.0,4.478412,0.4638809,7.0,6.5320125,7.546666,3.5321352,7.54688,9.560753
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.570611,2.0,10.145117,0.5745061,5.0,12.087033,13.0986595,3.5280485,13.098842,14.11027
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.117045,0.0,999.0,999.0,999.0,16.626978,17.643476,3.5264313,17.643665,19.659649
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.673134,2.0,19.976004,0.3028702,7.0,22.19129,23.202728,3.529595,23.202915,25.208967
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.215017,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
